loan,duration,poutcome,job,y
no,427,failure,retired,yes
no,255,failure,management,yes
no,438,failure,management,yes
no,221,success,management,yes
no,281,failure,technician,yes
no,257,success,retired,yes
no,282,unknown,retired,yes
no,355,failure,retired,yes
no,131,unknown,retired,yes
no,143,success,unknown,yes
no,207,unknown,technician,yes
no,96,failure,technician,yes
no,297,failure,blue-collar,yes
no,102,success,management,yes
no,424,failure,services,yes
no,137,unknown,student,yes
no,759,unknown,unknown,yes
no,624,unknown,admin.,yes
no,298,other,management,yes
no,255,success,housemaid,yes
no,418,unknown,management,yes
no,146,other,retired,yes
no,353,unknown,services,yes
no,113,unknown,services,yes
no,149,unknown,student,yes
yes,96,unknown,management,yes
no,509,unknown,self-employed,yes
no,371,unknown,retired,yes
no,501,unknown,retired,yes
no,524,failure,admin.,yes
no,207,success,housemaid,yes
no,164,unknown,management,yes
no,423,unknown,blue-collar,yes
no,139,unknown,management,yes
no,164,unknown,management,yes
no,142,unknown,technician,yes
no,209,unknown,admin.,yes
no,1707,unknown,self-employed,yes
no,189,unknown,retired,yes
no,251,unknown,management,yes
no,401,unknown,blue-collar,yes
no,215,success,management,yes
no,264,unknown,admin.,yes
no,106,failure,retired,yes
no,215,other,technician,yes
no,288,unknown,housemaid,yes
no,124,unknown,management,yes
no,136,failure,technician,yes
no,220,other,management,yes
no,746,other,retired,yes
no,377,other,management,yes
no,424,success,management,yes
no,279,failure,technician,yes
no,445,unknown,student,yes
no,212,unknown,management,yes
no,373,unknown,unemployed,yes
no,125,unknown,management,yes
no,217,unknown,technician,yes
no,640,unknown,blue-collar,yes
no,144,unknown,retired,yes
no,480,unknown,retired,yes
no,196,unknown,retired,yes
no,294,failure,management,yes
no,257,unknown,services,yes
no,175,failure,housemaid,yes
no,368,unknown,student,yes
no,416,unknown,retired,yes
yes,182,failure,technician,yes
no,188,success,self-employed,yes
no,162,unknown,management,yes
no,209,failure,management,yes
no,46,unknown,student,yes
no,102,unknown,management,yes
no,289,unknown,admin.,yes
yes,1233,failure,management,yes
no,187,unknown,admin.,yes
no,149,unknown,management,yes
no,566,failure,management,yes
no,412,unknown,admin.,yes
no,537,unknown,retired,yes
no,217,failure,self-employed,yes
no,181,success,management,yes
no,215,unknown,housemaid,yes
no,358,unknown,technician,yes
no,179,unknown,services,yes
no,322,unknown,housemaid,yes
no,284,failure,management,yes
no,383,unknown,retired,yes
no,358,failure,management,yes
no,464,other,technician,yes
no,455,other,retired,yes
no,368,success,technician,yes
no,178,success,technician,yes
no,178,unknown,admin.,yes
no,262,success,student,yes
no,118,unknown,student,yes
no,165,success,management,yes
no,98,failure,self-employed,yes
no,201,unknown,entrepreneur,yes
no,161,failure,admin.,yes
no,696,failure,management,yes
no,263,failure,student,yes
no,347,success,management,yes
no,182,success,management,yes
no,193,unknown,management,yes
no,406,unknown,retired,yes
no,147,success,management,yes
no,318,success,self-employed,yes
no,95,success,admin.,yes
no,89,success,retired,yes
no,344,success,management,yes
no,266,failure,management,yes
yes,144,failure,management,yes
no,301,success,housemaid,yes
no,254,unknown,retired,yes
no,293,failure,unemployed,yes
no,594,success,unemployed,yes
no,213,other,admin.,yes
no,131,failure,admin.,yes
no,269,unknown,management,yes
no,406,failure,technician,yes
no,166,success,management,yes
no,69,unknown,management,yes
no,199,unknown,technician,yes
no,131,failure,services,yes
no,229,success,management,yes
no,166,success,management,yes
no,244,unknown,student,yes
no,172,success,self-employed,yes
no,241,success,blue-collar,yes
no,513,success,student,yes
no,71,success,blue-collar,yes
no,90,success,management,yes
no,227,success,technician,yes
no,123,success,self-employed,yes
no,253,failure,services,yes
no,226,other,management,yes
no,241,unknown,housemaid,yes
no,110,failure,unemployed,yes
no,134,failure,management,yes
no,126,failure,management,yes
no,104,other,unknown,yes
no,226,unknown,retired,yes
yes,89,success,management,yes
no,169,success,blue-collar,yes
no,134,unknown,retired,yes
no,247,failure,entrepreneur,yes
no,893,unknown,admin.,yes
no,192,failure,student,yes
no,707,success,services,yes
no,627,success,technician,yes
no,411,other,admin.,yes
no,176,success,admin.,yes
no,181,success,blue-collar,yes
no,122,success,retired,yes
no,2184,failure,management,yes
no,135,other,retired,yes
no,212,failure,retired,yes
no,186,success,retired,yes
no,226,success,admin.,yes
no,210,success,student,yes
no,495,success,services,yes
no,167,success,technician,yes
no,259,failure,retired,yes
no,239,success,services,yes
no,381,unknown,retired,yes
no,193,success,technician,yes
no,271,success,retired,yes
no,227,unknown,retired,yes
no,182,success,management,yes
no,256,failure,student,yes
no,130,failure,admin.,yes
yes,295,success,blue-collar,yes
no,301,failure,admin.,yes
no,146,success,management,yes
no,167,unknown,retired,yes
no,183,success,blue-collar,yes
no,432,unknown,management,yes
no,250,unknown,student,yes
no,175,success,technician,yes
no,380,failure,management,yes
no,257,unknown,management,yes
no,445,failure,technician,yes
no,105,success,blue-collar,yes
no,984,unknown,blue-collar,yes
no,1248,failure,retired,yes
no,85,unknown,admin.,yes
no,709,unknown,retired,yes
no,209,failure,management,yes
no,134,success,technician,yes
no,747,unknown,retired,yes
no,409,unknown,self-employed,yes
no,135,unknown,retired,yes
no,393,other,technician,yes
no,255,unknown,technician,yes
no,309,success,unemployed,yes
no,525,unknown,management,yes
no,325,success,student,yes
no,968,success,management,yes
no,285,success,technician,yes
no,372,unknown,management,yes
no,234,unknown,admin.,yes
no,349,success,management,yes
no,487,failure,student,yes
no,232,success,technician,yes
no,208,success,retired,yes
no,414,failure,admin.,yes
yes,296,failure,admin.,yes
no,342,unknown,retired,yes
no,238,success,blue-collar,yes
no,541,unknown,housemaid,yes
yes,160,unknown,technician,yes
no,1628,success,technician,yes
no,260,success,student,yes
no,357,other,admin.,yes
no,310,unknown,technician,yes
no,346,unknown,blue-collar,yes
no,415,failure,retired,yes
no,244,success,technician,yes
no,284,failure,admin.,yes
no,154,failure,retired,yes
no,155,success,management,yes
no,352,unknown,unemployed,yes
no,472,unknown,technician,yes
no,350,success,services,yes
no,274,success,housemaid,yes
no,705,unknown,retired,yes
no,271,unknown,management,yes
no,208,unknown,student,yes
no,439,success,management,yes
no,821,success,management,yes
no,232,failure,student,yes
no,360,success,admin.,yes
no,696,unknown,retired,yes
no,929,other,management,yes
no,344,unknown,technician,yes
no,415,failure,student,yes
no,308,unknown,admin.,yes
no,620,unknown,technician,yes
no,329,unknown,student,yes
no,254,other,admin.,yes
no,288,success,management,yes
no,179,success,admin.,yes
no,265,success,technician,yes
no,854,unknown,technician,yes
no,479,unknown,unemployed,yes
no,343,unknown,retired,yes
no,595,unknown,retired,yes
no,395,unknown,retired,yes
no,456,success,retired,yes
yes,207,failure,unemployed,yes
no,149,unknown,services,yes
no,336,unknown,management,yes
no,429,unknown,retired,yes
no,441,other,retired,yes
no,798,other,management,yes
no,805,other,management,yes
no,422,success,management,yes
no,232,unknown,retired,yes
no,582,other,retired,yes
no,141,unknown,services,yes
no,166,other,retired,yes
no,420,failure,technician,yes
no,321,success,management,yes
no,351,unknown,entrepreneur,yes
no,476,failure,admin.,yes
no,324,unknown,management,yes
no,279,other,student,yes
no,314,success,management,yes
no,443,unknown,retired,yes
no,283,success,retired,yes
no,546,unknown,retired,yes
no,412,unknown,blue-collar,yes
no,330,success,services,yes
no,222,failure,management,yes
no,726,unknown,housemaid,yes
no,324,success,admin.,yes
yes,221,unknown,blue-collar,yes
no,170,success,student,yes
no,406,failure,management,yes
no,364,unknown,management,yes
no,415,unknown,retired,yes
no,294,success,services,yes
no,322,success,admin.,yes
no,467,success,retired,yes
no,2062,success,retired,yes
no,264,unknown,technician,yes
no,367,failure,self-employed,yes
no,267,unknown,management,yes
no,321,unknown,unemployed,yes
no,190,success,admin.,yes
no,410,other,management,yes
no,305,success,retired,yes
no,282,success,blue-collar,yes
no,422,unknown,unemployed,yes
no,150,success,services,yes
no,250,unknown,management,yes
no,679,other,retired,yes
no,1141,other,blue-collar,yes
no,206,success,management,yes
no,315,success,technician,yes
no,824,success,services,yes
no,400,unknown,technician,yes
no,473,failure,admin.,yes
no,893,unknown,management,yes
no,284,unknown,student,yes
no,155,success,management,yes
no,296,success,services,yes
no,1370,success,unemployed,yes
no,449,unknown,self-employed,yes
no,196,success,admin.,yes
no,63,success,management,yes
no,369,unknown,management,yes
no,118,unknown,unemployed,yes
no,187,unknown,management,yes
no,301,unknown,retired,yes
yes,202,success,technician,yes
no,585,success,retired,yes
no,210,success,admin.,yes
no,170,other,management,yes
no,767,success,retired,yes
no,499,failure,retired,yes
no,261,unknown,management,yes
no,377,unknown,unemployed,yes
no,349,unknown,services,yes
no,411,unknown,self-employed,yes
no,229,success,technician,yes
no,227,unknown,technician,yes
no,387,other,services,yes
no,265,unknown,blue-collar,yes
no,758,unknown,admin.,yes
no,316,unknown,technician,yes
no,409,unknown,self-employed,yes
yes,243,success,management,yes
no,661,success,student,yes
no,512,unknown,retired,yes
no,143,unknown,student,yes
no,163,failure,self-employed,yes
no,260,success,unemployed,yes
no,380,unknown,retired,yes
no,248,unknown,technician,yes
no,169,unknown,student,yes
no,108,unknown,student,yes
no,452,unknown,management,yes
no,330,unknown,retired,yes
no,187,unknown,technician,yes
no,372,success,retired,yes
no,183,other,blue-collar,yes
no,309,success,technician,yes
no,517,success,unemployed,yes
no,233,unknown,admin.,yes
yes,203,other,admin.,yes
no,589,unknown,admin.,yes
no,305,success,services,yes
no,371,unknown,housemaid,yes
no,362,success,management,yes
no,408,unknown,services,yes
no,366,unknown,admin.,yes
no,295,failure,retired,yes
no,348,unknown,management,yes
no,426,other,management,yes
no,396,unknown,admin.,yes
no,441,unknown,management,yes
no,1265,other,management,yes
no,233,unknown,retired,yes
no,326,success,retired,yes
no,366,failure,retired,yes
no,453,success,technician,yes
no,262,success,blue-collar,yes
no,287,success,student,yes
no,353,success,retired,yes
no,639,success,retired,yes
no,455,failure,management,yes
no,240,failure,admin.,yes
no,423,unknown,retired,yes
no,255,success,management,yes
no,696,success,unemployed,yes
no,164,success,retired,yes
no,1616,success,retired,yes
no,708,success,retired,yes
no,143,unknown,admin.,yes
no,340,success,retired,yes
no,245,success,unknown,yes
no,142,other,admin.,yes
no,342,success,services,yes
no,164,success,housemaid,yes
no,181,success,admin.,yes
no,196,success,student,yes
no,565,unknown,admin.,yes
no,366,failure,admin.,yes
no,701,unknown,technician,yes
no,399,unknown,retired,yes
no,918,success,student,yes
no,417,unknown,management,yes
no,390,success,services,yes
no,293,unknown,blue-collar,yes
no,130,unknown,management,yes
no,325,unknown,technician,yes
no,132,unknown,management,yes
no,151,success,retired,yes
no,202,success,technician,yes
no,186,failure,technician,yes
no,134,success,management,yes
no,161,failure,admin.,yes
no,134,success,technician,yes
no,155,unknown,admin.,yes
no,816,other,management,yes
no,216,success,retired,yes
no,223,unknown,blue-collar,yes
no,403,unknown,entrepreneur,yes
no,177,unknown,retired,yes
yes,254,success,admin.,yes
no,146,unknown,technician,yes
no,144,other,retired,yes
no,313,failure,technician,yes
no,533,success,blue-collar,yes
no,479,unknown,management,yes
no,265,unknown,management,yes
no,563,unknown,entrepreneur,yes
no,483,unknown,retired,yes
no,474,other,retired,yes
no,577,unknown,management,yes
no,204,unknown,student,yes
no,336,failure,services,yes
no,219,unknown,housemaid,yes
no,179,other,technician,yes
no,355,success,technician,yes
no,443,success,retired,yes
yes,508,failure,technician,yes
no,129,other,admin.,yes
no,349,success,unemployed,yes
yes,153,success,blue-collar,yes
yes,140,failure,technician,yes
no,301,unknown,management,yes
no,892,success,retired,yes
no,373,success,admin.,yes
no,185,success,management,yes
yes,172,unknown,technician,yes
no,279,failure,retired,yes
no,315,failure,admin.,yes
no,208,unknown,management,yes
no,658,unknown,services,yes
no,305,success,management,yes
no,233,failure,student,yes
no,94,success,retired,yes
no,429,unknown,retired,yes
no,195,other,admin.,yes
no,390,success,admin.,yes
no,261,success,technician,yes
no,649,failure,unemployed,yes
no,739,failure,retired,yes
no,383,failure,technician,yes
no,489,failure,blue-collar,yes
no,151,success,management,yes
no,195,failure,admin.,yes
no,110,success,housemaid,yes
no,286,unknown,unemployed,yes
no,783,failure,technician,yes
no,376,other,blue-collar,yes
no,190,failure,admin.,yes
no,186,success,retired,yes
no,1133,other,management,yes
no,363,success,student,yes
no,278,success,technician,yes
no,309,failure,admin.,yes
no,78,unknown,management,yes
no,469,failure,management,yes
no,341,unknown,management,yes
no,359,success,student,yes
no,127,other,technician,yes
no,98,success,student,yes
no,92,success,student,yes
no,290,success,entrepreneur,yes
no,215,success,student,yes
no,631,success,technician,yes
no,120,failure,management,yes
yes,63,failure,admin.,yes
no,125,failure,blue-collar,yes
no,164,success,admin.,yes
no,742,failure,student,yes
no,243,success,admin.,yes
no,385,success,management,yes
no,501,unknown,technician,yes
no,629,unknown,management,yes
no,153,success,unemployed,yes
no,151,unknown,student,yes
no,169,failure,technician,yes
no,234,success,retired,yes
no,158,success,retired,yes
no,511,success,technician,yes
no,406,success,unemployed,yes
no,278,success,technician,yes
no,314,other,management,yes
yes,135,success,management,yes
no,691,failure,technician,yes
no,71,success,management,yes
no,449,success,unknown,yes
no,293,success,student,yes
no,535,success,unemployed,yes
no,288,success,retired,yes
no,112,unknown,admin.,yes
no,144,success,management,yes
no,226,unknown,retired,yes
no,309,success,retired,yes
no,253,success,blue-collar,yes
no,391,success,management,yes
no,268,success,technician,yes
no,456,success,blue-collar,yes
no,352,success,self-employed,yes
no,271,unknown,entrepreneur,yes
no,660,unknown,retired,yes
no,467,success,retired,yes
no,231,failure,blue-collar,yes
no,981,success,retired,yes
no,515,failure,retired,yes
no,397,unknown,blue-collar,yes
no,671,failure,retired,yes
no,419,success,technician,yes
no,328,success,technician,yes
no,637,success,management,yes
no,218,unknown,unemployed,yes
no,138,success,management,yes
no,171,other,blue-collar,yes
no,181,unknown,management,yes
no,375,other,technician,yes
no,122,success,management,yes
no,291,failure,management,yes
no,379,success,student,yes
no,251,success,technician,yes
no,138,success,management,yes
no,666,unknown,management,yes
no,1835,success,services,yes
no,382,success,unemployed,yes
no,295,failure,management,yes
no,83,success,technician,yes
no,136,unknown,services,yes
no,93,failure,management,yes
no,531,success,technician,yes
no,201,success,student,yes
no,216,success,admin.,yes
no,91,success,management,yes
no,337,success,unemployed,yes
no,379,success,student,yes
no,308,success,management,yes
no,205,unknown,management,yes
no,659,unknown,student,yes
no,394,success,self-employed,yes
no,171,success,blue-collar,yes
no,386,unknown,management,yes
no,1109,success,management,yes
no,220,failure,technician,yes
no,318,success,admin.,yes
no,416,unknown,technician,yes
no,737,success,management,yes
yes,232,success,retired,yes
yes,222,failure,services,yes
yes,269,unknown,admin.,yes
no,255,success,management,yes
no,222,success,self-employed,yes
no,388,success,blue-collar,yes
yes,204,success,management,yes
no,145,failure,student,yes
no,330,unknown,retired,yes
no,645,unknown,blue-collar,yes
no,302,success,retired,yes
no,392,unknown,management,yes
no,543,failure,management,yes
no,326,unknown,unknown,yes
no,261,failure,retired,yes
no,155,unknown,management,yes
no,696,other,student,yes
no,639,failure,housemaid,yes
no,211,success,student,yes
no,269,success,admin.,yes
no,279,unknown,retired,yes
no,95,other,management,yes
no,367,failure,unemployed,yes
no,132,failure,self-employed,yes
no,228,failure,management,yes
yes,432,unknown,technician,yes
yes,61,failure,management,yes
no,175,success,student,yes
no,127,success,housemaid,yes
no,137,success,admin.,yes
no,694,failure,retired,yes
no,151,unknown,retired,yes
no,242,unknown,admin.,yes
no,481,unknown,self-employed,yes
no,562,success,management,yes
no,416,unknown,services,yes
no,305,success,management,yes
no,318,success,technician,yes
no,1422,failure,technician,yes
no,169,success,student,yes
no,217,success,student,yes
no,98,failure,management,yes
no,385,unknown,retired,yes
no,959,success,technician,yes
no,771,success,retired,yes
no,335,failure,management,yes
yes,229,success,technician,yes
no,427,success,management,yes
no,270,success,retired,yes
no,904,unknown,unemployed,yes
no,591,failure,management,yes
no,229,success,management,yes
no,525,failure,blue-collar,yes
no,658,unknown,technician,yes
no,368,unknown,admin.,yes
no,207,unknown,services,yes
no,177,failure,technician,yes
no,539,unknown,technician,yes
no,225,failure,retired,yes
no,313,success,management,yes
no,136,other,technician,yes
no,228,other,retired,yes
no,311,unknown,technician,yes
no,187,other,student,yes
no,263,success,unemployed,yes
no,141,failure,student,yes
no,557,unknown,retired,yes
no,145,failure,student,yes
no,355,failure,technician,yes
no,153,success,retired,yes
no,136,failure,admin.,yes
no,834,unknown,housemaid,yes
no,180,unknown,retired,yes
no,177,other,management,yes
no,251,failure,management,yes
no,148,failure,management,yes
no,456,success,admin.,yes
no,562,failure,retired,yes
no,229,failure,student,yes
no,115,unknown,admin.,yes
no,418,unknown,blue-collar,yes
no,341,success,retired,yes
no,87,success,student,yes
no,373,unknown,retired,yes
no,257,failure,services,yes
no,607,unknown,housemaid,yes
no,219,other,unemployed,yes
no,319,unknown,management,yes
no,498,success,services,yes
no,264,success,management,yes
no,659,unknown,retired,yes
no,132,unknown,student,yes
no,277,failure,technician,yes
yes,124,unknown,admin.,yes
no,409,unknown,unemployed,yes
no,301,success,unemployed,yes
no,241,unknown,management,yes
no,139,success,management,yes
no,225,success,retired,yes
no,469,success,management,yes
no,176,unknown,retired,yes
no,241,success,retired,yes
no,301,success,technician,yes
no,236,unknown,management,yes
no,212,success,management,yes
no,305,success,management,yes
no,288,success,services,yes
no,700,success,management,yes
no,273,success,student,yes
no,295,unknown,management,yes
no,450,success,blue-collar,yes
no,436,success,unemployed,yes
yes,239,unknown,retired,yes
no,106,failure,management,yes
no,335,unknown,unemployed,yes
no,290,success,retired,yes
no,215,success,blue-collar,yes
no,212,unknown,admin.,yes
yes,229,failure,retired,yes
no,213,success,management,yes
no,257,other,retired,yes
no,192,success,retired,yes
no,427,success,blue-collar,yes
no,506,other,retired,yes
no,161,unknown,retired,yes
no,577,unknown,retired,yes
yes,300,success,admin.,yes
no,180,success,housemaid,yes
no,261,unknown,management,yes
no,279,other,retired,yes
no,263,other,retired,yes
no,295,success,admin.,yes
no,231,success,management,yes
no,881,failure,retired,yes
no,473,unknown,unemployed,yes
no,272,unknown,self-employed,yes
no,362,success,services,yes
no,237,unknown,admin.,yes
no,420,other,management,yes
no,265,unknown,blue-collar,yes
no,910,success,management,yes
no,467,other,management,yes
no,593,other,technician,yes
yes,95,unknown,technician,yes
no,254,unknown,technician,yes
no,247,success,management,yes
no,173,success,management,yes
no,215,unknown,management,yes
no,248,success,admin.,yes
no,222,other,management,yes
no,255,success,retired,yes
no,136,success,self-employed,yes
no,273,unknown,self-employed,yes
no,128,success,student,yes
no,191,unknown,management,yes
no,101,success,services,yes
no,156,unknown,services,yes
no,187,success,management,yes
no,272,success,management,yes
no,288,unknown,management,yes
no,360,failure,management,yes
no,281,unknown,technician,yes
no,92,success,self-employed,yes
no,433,failure,admin.,yes
no,277,success,management,yes
no,236,other,services,yes
no,110,unknown,housemaid,yes
no,238,unknown,admin.,yes
no,262,unknown,admin.,yes
no,577,other,retired,yes
no,193,success,management,yes
no,175,failure,student,yes
yes,149,success,management,yes
no,280,success,technician,yes
no,390,success,retired,yes
no,558,unknown,retired,yes
no,216,failure,management,yes
yes,358,unknown,technician,yes
no,111,unknown,blue-collar,yes
no,144,success,admin.,yes
no,558,unknown,admin.,yes
no,280,unknown,technician,yes
no,547,failure,technician,yes
no,144,unknown,blue-collar,yes
no,327,unknown,student,yes
no,907,failure,student,yes
no,208,unknown,management,yes
no,170,unknown,technician,yes
no,459,failure,management,yes
no,470,other,management,yes
no,456,unknown,blue-collar,yes
no,317,success,management,yes
no,661,failure,student,yes
yes,196,failure,self-employed,yes
no,122,success,management,yes
no,177,failure,retired,yes
no,604,failure,technician,yes
no,222,unknown,management,yes
no,335,unknown,retired,yes
no,618,unknown,technician,yes
no,758,other,management,yes
no,481,unknown,management,yes
no,158,unknown,technician,yes
no,524,success,management,yes
no,350,unknown,technician,yes
no,176,unknown,admin.,yes
no,176,unknown,unemployed,yes
no,103,success,self-employed,yes
no,223,failure,admin.,yes
no,1093,unknown,management,yes
no,295,success,blue-collar,yes
no,232,success,management,yes
no,567,failure,management,yes
no,218,failure,technician,yes
no,240,failure,management,yes
no,278,success,technician,yes
no,122,unknown,blue-collar,yes
no,398,unknown,management,yes
no,256,success,student,yes
no,173,unknown,technician,yes
no,250,success,services,yes
no,133,success,management,yes
no,185,success,retired,yes
no,200,unknown,technician,yes
no,200,success,management,yes
no,159,failure,technician,yes
no,141,unknown,management,yes
no,330,success,blue-collar,yes
yes,214,unknown,technician,yes
no,442,other,management,yes
no,218,success,services,yes
no,297,other,management,yes
yes,330,unknown,management,yes
no,125,unknown,management,yes
no,529,success,student,yes
no,142,unknown,services,yes
no,1143,unknown,management,yes
no,175,success,student,yes
no,167,success,unemployed,yes
no,162,success,blue-collar,yes
no,462,failure,blue-collar,yes
no,379,success,technician,yes
no,476,unknown,admin.,yes
no,595,failure,student,yes
no,403,unknown,blue-collar,yes
no,623,unknown,student,yes
no,654,unknown,housemaid,yes
yes,224,success,technician,yes
no,132,unknown,entrepreneur,yes
no,407,unknown,management,yes
no,554,success,management,yes
no,499,success,technician,yes
no,263,unknown,retired,yes
no,342,unknown,admin.,yes
no,296,failure,self-employed,yes
no,291,success,technician,yes
no,888,success,retired,yes
no,252,other,management,yes
no,361,success,management,yes
no,465,success,admin.,yes
no,182,success,technician,yes
no,688,unknown,management,yes
no,192,failure,management,yes
no,1472,failure,blue-collar,yes
no,328,success,management,yes
no,212,success,technician,yes
no,175,unknown,unemployed,yes
no,325,failure,blue-collar,yes
no,426,other,unemployed,yes
no,321,other,management,yes
no,473,failure,admin.,yes
no,370,unknown,admin.,yes
no,159,unknown,retired,yes
no,184,other,retired,yes
no,403,success,self-employed,yes
no,545,success,management,yes
no,392,success,retired,yes
no,623,success,housemaid,yes
no,387,unknown,technician,yes
no,717,unknown,admin.,yes
no,218,unknown,management,yes
no,226,unknown,management,yes
no,882,success,unemployed,yes
no,210,unknown,management,yes
no,660,failure,retired,yes
no,388,unknown,admin.,yes
no,250,unknown,technician,yes
no,1241,unknown,management,yes
no,395,other,self-employed,yes
no,305,unknown,student,yes
no,449,success,management,yes
no,169,success,student,yes
no,315,success,retired,yes
no,463,unknown,unemployed,yes
no,262,other,management,yes
no,665,success,services,yes
no,183,success,technician,yes
no,551,unknown,admin.,yes
no,552,success,admin.,yes
no,361,success,blue-collar,yes
no,494,success,blue-collar,yes
no,714,unknown,unemployed,yes
no,268,success,housemaid,yes
no,421,success,retired,yes
no,489,success,services,yes
no,164,success,unemployed,yes
no,153,success,management,yes
no,209,success,retired,yes
no,188,unknown,technician,yes
no,389,success,admin.,yes
no,258,success,technician,yes
no,338,unknown,management,yes
no,226,failure,retired,yes
no,232,other,student,yes
no,510,unknown,retired,yes
no,443,unknown,student,yes
no,246,success,blue-collar,yes
no,195,other,technician,yes
no,613,success,retired,yes
no,211,success,admin.,yes
no,243,failure,management,yes
yes,292,unknown,technician,yes
no,662,success,technician,yes
no,300,unknown,unknown,yes
no,226,success,management,yes
no,211,success,management,yes
no,583,success,management,yes
no,193,unknown,services,yes
no,309,success,retired,yes
no,176,success,management,yes
no,152,success,services,yes
no,171,success,technician,yes
no,457,success,management,yes
no,166,success,management,yes
no,228,failure,blue-collar,yes
no,317,success,services,yes
no,236,success,student,yes
no,762,success,technician,yes
no,411,unknown,student,yes
no,430,success,self-employed,yes
no,360,success,admin.,yes
no,372,success,management,yes
no,620,unknown,technician,yes
no,414,success,blue-collar,yes
no,289,unknown,unemployed,yes
no,260,success,unknown,yes
no,289,success,retired,yes
no,306,success,admin.,yes
no,263,success,retired,yes
no,216,success,management,yes
no,328,success,blue-collar,yes
no,159,success,blue-collar,yes
no,624,unknown,technician,yes
no,331,success,management,yes
no,270,unknown,management,yes
no,356,success,retired,yes
no,393,other,blue-collar,yes
no,234,success,technician,yes
no,336,success,admin.,yes
no,567,failure,management,yes
no,404,other,admin.,yes
no,526,success,admin.,yes
no,196,success,admin.,yes
no,220,success,management,yes
no,700,success,retired,yes
no,1205,success,unemployed,yes
no,809,success,retired,yes
no,396,unknown,management,yes
no,466,success,management,yes
yes,556,other,blue-collar,yes
no,1114,success,retired,yes
no,379,other,student,yes
no,376,success,management,yes
no,272,success,management,yes
no,508,unknown,management,yes
no,387,unknown,admin.,yes
no,336,failure,retired,yes
no,353,unknown,retired,yes
no,243,success,retired,yes
no,327,failure,admin.,yes
no,30,other,admin.,yes
no,472,success,technician,yes
no,212,unknown,technician,yes
no,420,failure,retired,yes
no,154,unknown,technician,yes
no,291,other,management,yes
no,351,unknown,retired,yes
no,226,success,blue-collar,yes
no,214,unknown,technician,yes
no,403,success,admin.,yes
no,588,failure,self-employed,yes
no,407,failure,management,yes
no,374,other,unemployed,yes
no,375,unknown,unemployed,yes
no,382,success,student,yes
no,341,failure,retired,yes
no,699,failure,admin.,yes
no,168,failure,technician,yes
no,323,other,student,yes
no,202,success,services,yes
no,641,unknown,technician,yes
no,252,failure,student,yes
no,681,success,admin.,yes
no,393,unknown,unemployed,yes
no,272,unknown,management,yes
no,500,failure,management,yes
no,332,unknown,technician,yes
no,410,other,management,yes
no,289,success,services,yes
no,405,failure,technician,yes
no,175,other,technician,yes
no,236,unknown,technician,yes
no,135,success,management,yes
no,523,success,blue-collar,yes
no,530,unknown,admin.,yes
no,283,success,retired,yes
no,93,other,unemployed,yes
no,181,success,housemaid,yes
no,820,unknown,retired,yes
no,1178,success,student,yes
no,489,failure,services,yes
no,460,failure,services,yes
no,275,unknown,technician,yes
no,417,unknown,blue-collar,yes
no,173,success,unemployed,yes
no,214,success,blue-collar,yes
no,473,unknown,management,yes
no,538,failure,student,yes
no,86,unknown,services,yes
no,270,unknown,housemaid,yes
no,663,other,student,yes
no,775,unknown,technician,yes
no,201,unknown,admin.,yes
no,318,unknown,admin.,yes
no,516,failure,technician,yes
no,326,failure,admin.,yes
no,154,success,blue-collar,yes
no,347,success,services,yes
no,296,unknown,management,yes
no,303,success,management,yes
no,407,success,admin.,yes
no,657,success,blue-collar,yes
no,226,success,admin.,yes
no,238,success,admin.,yes
no,310,unknown,admin.,yes
no,204,success,technician,yes
no,302,unknown,management,yes
no,187,success,admin.,yes
no,215,failure,technician,yes
no,380,unknown,management,yes
no,506,unknown,retired,yes
no,251,unknown,retired,yes
no,190,success,management,yes
no,150,success,services,yes
no,192,other,management,yes
no,206,success,management,yes
no,712,failure,retired,yes
no,334,unknown,blue-collar,yes
no,163,success,management,yes
no,874,failure,services,yes
no,674,unknown,blue-collar,yes
no,278,other,retired,yes
no,434,other,blue-collar,yes
no,187,success,management,yes
no,245,other,student,yes
no,661,other,technician,yes
no,270,unknown,student,yes
no,212,unknown,admin.,yes
no,458,success,admin.,yes
no,713,unknown,admin.,yes
no,293,success,retired,yes
no,563,failure,services,yes
no,167,other,retired,yes
no,485,unknown,self-employed,yes
no,619,success,retired,yes
no,379,other,admin.,yes
no,910,success,management,yes
no,243,success,technician,yes
no,208,unknown,retired,yes
no,292,failure,management,yes
no,605,unknown,student,yes
no,288,success,housemaid,yes
no,339,success,management,yes
no,383,other,technician,yes
no,247,unknown,technician,yes
no,1720,unknown,services,yes
no,169,unknown,technician,yes
no,485,failure,management,yes
no,282,unknown,admin.,yes
no,176,failure,blue-collar,yes
no,544,unknown,technician,yes
yes,301,success,blue-collar,yes
no,252,success,blue-collar,yes
no,100,unknown,student,yes
no,867,success,management,yes
no,522,success,admin.,yes
no,706,success,retired,yes
no,342,success,management,yes
no,1407,unknown,blue-collar,yes
no,339,success,management,yes
no,671,unknown,management,yes
no,1207,failure,student,yes
no,482,success,services,yes
no,310,unknown,self-employed,yes
yes,213,failure,management,yes
no,300,failure,technician,yes
no,374,success,blue-collar,yes
no,472,unknown,technician,yes
no,266,other,technician,yes
no,614,success,management,yes
no,297,other,management,yes
no,281,other,management,yes
